"","Product.Type","Price","PriceIndexPercentageChange","ProductSold","Date","ParticipatingBidders","ProductGroup12MSalesSplit","SupplyOffered","TwelveMonthQtySold","AveragePublishedPrice.1","ChangeInPriceIndex","EventDuration","MinSupply","QualifiedBidders","QuantitySold","TotalRounds","TwelveMonthQtySold.1","WinningBidders","Duration"
"197","SWP",NA,NA,"FALSE",2018-02-06,"188",NA,"FALSE",NA,"3553","5.9","2:18","19995","524","22197","15","628951","126","138"
"198","WMP","3226","7.6","TRUE",2018-02-06,"188","53.4","TRUE","335657","3553","5.9","2:18","19995","524","22197","15","628951","126","138"
"199","AMF","6032","-1.9","TRUE",2018-05-01,"150","7.8","TRUE","51673","3465","-1.1","2:07","17830","519","19508","14","658697","97","127"
"200","Butter","5647","0","TRUE",2018-05-01,"150","6.5","TRUE","42638","3465","-1.1","2:07","17830","519","19508","14","658697","97","127"
"201","BMP","1990","0.5","TRUE",2018-05-01,"150","1.3","TRUE","8271","3465","-1.1","2:07","17830","519","19508","14","658697","97","127"
"202","Ched","4024","3.1","TRUE",2018-05-01,"150","3.8","TRUE","24989","3465","-1.1","2:07","17830","519","19508","14","658697","97","127"
"203","LAC","616","0.6","TRUE",2018-05-01,"150","1.2","TRUE","8136","3465","-1.1","2:07","17830","519","19508","14","658697","97","127"
"204","MPC70",NA,NA,"FALSE",2018-05-01,"150",NA,"FALSE",NA,"3465","-1.1","2:07","17830","519","19508","14","658697","97","127"
"205","RenCas","5177","-10.5","TRUE",2018-05-01,"150","1.7","TRUE","11059","3465","-1.1","2:07","17830","519","19508","14","658697","97","127"
"206","SMP","1999","3.6","TRUE",2018-05-01,"150","24.3","TRUE","159748","3465","-1.1","2:07","17830","519","19508","14","658697","97","127"
"207","SWP",NA,NA,"FALSE",2018-05-01,"150",NA,"FALSE",NA,"3465","-1.1","2:07","17830","519","19508","14","658697","97","127"
"208","WMP","3231","-1.5","TRUE",2018-05-01,"150","53.5","TRUE","352183","3465","-1.1","2:07","17830","519","19508","14","658697","97","127"
"209","AMF","5367","-2.3","TRUE",2016-12-20,"168","11.5","TRUE","76262","3656","-0.5","1:52","19875","520","22321","13","661358","123","112"
"210","Butter","4290","0.5","TRUE",2016-12-20,"168","7.6","TRUE","50145","3656","-0.5","1:52","19875","520","22321","13","661358","123","112"
"211","BMP","2874","3.1","TRUE",2016-12-20,"168","1.3","TRUE","8686","3656","-0.5","1:52","19875","520","22321","13","661358","123","112"
"212","Ched","3826","1.9","TRUE",2016-12-20,"168","3.8","TRUE","25217","3656","-0.5","1:52","19875","520","22321","13","661358","123","112"
"213","LAC","857","-1.6","TRUE",2016-12-20,"168","1.4","TRUE","9507","3656","-0.5","1:52","19875","520","22321","13","661358","123","112"
"214","MPC70",NA,NA,"FALSE",2016-12-20,"168",NA,"FALSE",NA,"3656","-0.5","1:52","19875","520","22321","13","661358","123","112"
"215","RenCas","6473","3.3","TRUE",2016-12-20,"168","1.7","TRUE","11499","3656","-0.5","1:52","19875","520","22321","13","661358","123","112"
"216","SMP","2621","0","TRUE",2016-12-20,"168","24.1","TRUE","159620","3656","-0.5","1:52","19875","520","22321","13","661358","123","112"
"217","SWP",NA,NA,"FALSE",2016-12-20,"168",NA,"FALSE",NA,"3656","-0.5","1:52","19875","520","22321","13","661358","123","112"
"218","WMP","3568","-0.8","TRUE",2016-12-20,"168","48.4","TRUE","320422","3656","-0.5","1:52","19875","520","22321","13","661358","123","112"
"219","AMF","6405","-0.2","TRUE",2018-01-02,"158","8.4","TRUE","54840","3124","2.2","2:08","23005","516","25400","16","651407","112","128"
"220","Butter","4501","0.6","TRUE",2018-01-02,"158","6.5","TRUE","42059","3124","2.2","2:08","23005","516","25400","16","651407","112","128"
"221","BMP","1866","-7.3","TRUE",2018-01-02,"158","1.4","TRUE","9080","3124","2.2","2:08","23005","516","25400","16","651407","112","128"
"222","Ched","3317","-2.1","TRUE",2018-01-02,"158","4","TRUE","25957","3124","2.2","2:08","23005","516","25400","16","651407","112","128"
"223","LAC",NA,NA,"TRUE",2018-01-02,"158","1.6","TRUE","10292","3124","2.2","2:08","23005","516","25400","16","651407","112","128"
"224","MPC70",NA,NA,"FALSE",2018-01-02,"158",NA,"FALSE",NA,"3124","2.2","2:08","23005","516","25400","16","651407","112","128"
"225","RenCas","4419","-1.1","TRUE",2018-01-02,"158","1.9","TRUE","12195","3124","2.2","2:08","23005","516","25400","16","651407","112","128"
"226","SMP","1699","1.6","TRUE",2018-01-02,"158","23.4","TRUE","152147","3124","2.2","2:08","23005","516","25400","16","651407","112","128"
"227","SWP",NA,NA,"FALSE",2018-01-02,"158",NA,"FALSE",NA,"3124","2.2","2:08","23005","516","25400","16","651407","112","128"
"228","WMP","2886","4.2","TRUE",2018-01-02,"158","52.9","TRUE","344837","3124","2.2","2:08","23005","516","25400","16","651407","112","128"
"229","AMF","5693","-1.3","TRUE",2017-02-21,"149","11.4","TRUE","73591","3474","-3.2","1:37","18795","530","20479","12","644654","114","97"
"230","Butter","4598","0.2","TRUE",2017-02-21,"149","7.3","TRUE","46743","3474","-3.2","1:37","18795","530","20479","12","644654","114","97"
"231","BMP","2090","-12.9","TRUE",2017-02-21,"149","1.3","TRUE","8619","3474","-3.2","1:37","18795","530","20479","12","644654","114","97"
"232","Ched","3590","-5.3","TRUE",2017-02-21,"149","3.9","TRUE","24907","3474","-3.2","1:37","18795","530","20479","12","644654","114","97"
"233","LAC","966","6.8","TRUE",2017-02-21,"149","1.6","TRUE","10298","3474","-3.2","1:37","18795","530","20479","12","644654","114","97"
"234","MPC70",NA,NA,"FALSE",2017-02-21,"149",NA,"FALSE",NA,"3474","-3.2","1:37","18795","530","20479","12","644654","114","97"
"235","RenCas","6135","-5.8","TRUE",2017-02-21,"149","1.8","TRUE","11493","3474","-3.2","1:37","18795","530","20479","12","644654","114","97"
"236","SMP","2574","-3.8","TRUE",2017-02-21,"149","23.6","TRUE","152355","3474","-3.2","1:37","18795","530","20479","12","644654","114","97"
"237","SWP",NA,NA,"FALSE",2017-02-21,"149",NA,"FALSE",NA,"3474","-3.2","1:37","18795","530","20479","12","644654","114","97"
"238","WMP","3189","-3.7","TRUE",2017-02-21,"149","49.1","TRUE","316648","3474","-3.2","1:37","18795","530","20479","12","644654","114","97"
"239","AMF","4314","6.4","TRUE",2015-02-17,"167","8.3","TRUE","89773","3366","10.1","2:17","22175","694","22957","14","1078383","97","137"
"240","Butter","3823","1.1","TRUE",2015-02-17,"167","6.2","TRUE","66851","3366","10.1","2:17","22175","694","22957","14","1078383","97","137"
"241","BMP","2674","1.9","TRUE",2015-02-17,"167","0.8","TRUE","8287","3366","10.1","2:17","22175","694","22957","14","1078383","97","137"
"242","Ched","3054","16.8","TRUE",2015-02-17,"167","3.3","TRUE","35592","3366","10.1","2:17","22175","694","22957","14","1078383","97","137"
"243","LAC",NA,NA,"FALSE",2015-02-17,"167",NA,"FALSE",NA,"3366","10.1","2:17","22175","694","22957","14","1078383","97","137"
"244","MPC70",NA,NA,"FALSE",2015-02-17,"167",NA,"FALSE",NA,"3366","10.1","2:17","22175","694","22957","14","1078383","97","137"
"245","RenCas","8897","1.2","TRUE",2015-02-17,"167","0.8","TRUE","8985","3366","10.1","2:17","22175","694","22957","14","1078383","97","137"
"246","SMP","2744","5.7","TRUE",2015-02-17,"167","22.6","TRUE","244102","3366","10.1","2:17","22175","694","22957","14","1078383","97","137"
"247","SWP",NA,NA,"FALSE",2015-02-17,"167",NA,"TRUE",NA,"3366","10.1","2:17","22175","694","22957","14","1078383","97","137"
"248","WMP","3272","13.7","TRUE",2015-02-17,"167","57.6","TRUE","620817","3366","10.1","2:17","22175","694","22957","14","1078383","97","137"
"249","AMF","3744","2.3","TRUE",2015-04-15,"154","8.5","TRUE","84480","2620","-3.6","1:47","24290","673","25596","11","988198","108","107"
"250","Butter","3026","-6.6","TRUE",2015-04-15,"154","6.1","TRUE","60055","2620","-3.6","1:47","24290","673","25596","11","988198","108","107"
"251","BMP","2208","2.1","TRUE",2015-04-15,"154","0.8","TRUE","7929","2620","-3.6","1:47","24290","673","25596","11","988198","108","107"
"252","Ched","2888","2.7","TRUE",2015-04-15,"154","3.6","TRUE","35728","2620","-3.6","1:47","24290","673","25596","11","988198","108","107"
"253","LAC","572",NA,"TRUE",2015-04-15,"154","0","TRUE","250","2620","-3.6","1:47","24290","673","25596","11","988198","108","107"
"254","MPC70",NA,NA,"FALSE",2015-04-15,"154",NA,"FALSE",NA,"2620","-3.6","1:47","24290","673","25596","11","988198","108","107"
"255","RenCas","6949","-0.6","TRUE",2015-04-15,"154","0.9","TRUE","9103","2620","-3.6","1:47","24290","673","25596","11","988198","108","107"
"256","SMP","2253","-7.8","TRUE",2015-04-15,"154","22.8","TRUE","225445","2620","-3.6","1:47","24290","673","25596","11","988198","108","107"
"257","SWP",NA,NA,"FALSE",2015-04-15,"154",NA,"FALSE",NA,"2620","-3.6","1:47","24290","673","25596","11","988198","108","107"
"258","WMP","2446","-4.3","TRUE",2015-04-15,"154","56.9","TRUE","562477","2620","-3.6","1:47","24290","673","25596","11","988198","108","107"
"259","AMF","6199","-1.2","TRUE",2017-08-15,"174","10.1","TRUE","66016","3339","-0.4","1:58","29065","522","32260","13","655958","140","118"
"260","Butter","5735","-1.3","TRUE",2017-08-15,"174","6.7","TRUE","43800","3339","-0.4","1:58","29065","522","32260","13","655958","140","118"
"261","BMP",NA,NA,"FALSE",2017-08-15,"174",NA,"FALSE",NA,"3339","-0.4","1:58","29065","522","32260","13","655958","140","118"
"262","Ched","4005","1.4","TRUE",2017-08-15,"174","3.7","TRUE","24050","3339","-0.4","1:58","29065","522","32260","13","655958","140","118"
"263","LAC","747","-4.9","TRUE",2017-08-15,"174","1.7","TRUE","11403","3339","-0.4","1:58","29065","522","32260","13","655958","140","118"
"264","MPC70",NA,NA,"FALSE",2017-08-15,"174",NA,"FALSE",NA,"3339","-0.4","1:58","29065","522","32260","13","655958","140","118"
"265","RenCas","6255","2.9","TRUE",2017-08-15,"174","1.7","TRUE","10868","3339","-0.4","1:58","29065","522","32260","13","655958","140","118"
"266","SMP","1968","0.3","TRUE",2017-08-15,"174","23.5","TRUE","154442","3339","-0.4","1:58","29065","522","32260","13","655958","140","118"
"267","SWP",NA,NA,"FALSE",2017-08-15,"174",NA,"FALSE",NA,"3339","-0.4","1:58","29065","522","32260","13","655958","140","118"
"268","WMP","3143","-0.6","TRUE",2017-08-15,"174","51.3","TRUE","336375","3339","-0.4","1:58","29065","522","32260","13","655958","140","118"
"269","AMF","6458","-1.9","TRUE",2018-02-20,"152","8","TRUE","51106","3623","-0.5","2:05","18550","527","20256","14","640091","114","125"
"270","Butter","5334","1.1","TRUE",2018-02-20,"152","6.4","TRUE","40665","3623","-0.5","2:05","18550","527","20256","14","640091","114","125"
"271","BMP",NA,NA,"FALSE",2018-02-20,"152",NA,"FALSE",NA,"3623","-0.5","2:05","18550","527","20256","14","640091","114","125"
"272","Ched","3686","-1.3","TRUE",2018-02-20,"152","3.8","TRUE","24492","3623","-0.5","2:05","18550","527","20256","14","640091","114","125"
"273","LAC",NA,NA,"TRUE",2018-02-20,"152","1.4","TRUE","9163","3623","-0.5","2:05","18550","527","20256","14","640091","114","125"
"274","MPC70",NA,NA,"FALSE",2018-02-20,"152",NA,"FALSE",NA,"3623","-0.5","2:05","18550","527","20256","14","640091","114","125"
"275","RenCas","4980","0.7","TRUE",2018-02-20,"152","1.8","TRUE","11425","3623","-0.5","2:05","18550","527","20256","14","640091","114","125"
"276","SMP","1832","-3","TRUE",2018-02-20,"152","23.6","TRUE","151269","3623","-0.5","2:05","18550","527","20256","14","640091","114","125"
"277","SWP",NA,NA,"FALSE",2018-02-20,"152",NA,"FALSE",NA,"3623","-0.5","2:05","18550","527","20256","14","640091","114","125"
"278","WMP","3246","0.3","TRUE",2018-02-20,"152","53.7","TRUE","343622","3623","-0.5","2:05","18550","527","20256","14","640091","114","125"
"279","AMF","6836","-0.6","TRUE",2017-12-05,"160","8.8","TRUE","57059","3091","0.4","1:59","27645","563","29514","13","651134","123","119"
"280","Butter","4575","-11.1","TRUE",2017-12-05,"160","6.2","TRUE","40565","3091","0.4","1:59","27645","563","29514","13","651134","123","119"
"281","BMP","1957","4.3","TRUE",2017-12-05,"160","1.4","TRUE","9163","3091","0.4","1:59","27645","563","29514","13","651134","123","119"
"282","Ched","3696","-3.9","TRUE",2017-12-05,"160","3.9","TRUE","25597","3091","0.4","1:59","27645","563","29514","13","651134","123","119"
"283","LAC",NA,NA,"TRUE",2017-12-05,"160","1.6","TRUE","10538","3091","0.4","1:59","27645","563","29514","13","651134","123","119"
"284","MPC70",NA,NA,"FALSE",2017-12-05,"160",NA,"FALSE",NA,"3091","0.4","1:59","27645","563","29514","13","651134","123","119"
"285","RenCas","4879","3.4","TRUE",2017-12-05,"160","1.9","TRUE","12169","3091","0.4","1:59","27645","563","29514","13","651134","123","119"
"286","SMP","1774","4.7","TRUE",2017-12-05,"160","23.5","TRUE","152769","3091","0.4","1:59","27645","563","29514","13","651134","123","119"
"287","SWP",NA,NA,"FALSE",2017-12-05,"160",NA,"FALSE",NA,"3091","0.4","1:59","27645","563","29514","13","651134","123","119"
"288","WMP","2830","1.7","TRUE",2017-12-05,"160","52.7","TRUE","343274","3091","0.4","1:59","27645","563","29514","13","651134","123","119"
"289","AMF","3292","-1.6","TRUE",2014-11-04,"165","8.7","TRUE","94725","2649","-0.3","2:13","44733","672","45499","12","1087915","139","133"
"290","Butter","2505","-4.1","TRUE",2014-11-04,"165","6.4","TRUE","69540","2649","-0.3","2:13","44733","672","45499","12","1087915","139","133"
"291","BMP","2426","-6.9","TRUE",2014-11-04,"165","0.8","TRUE","8344","2649","-0.3","2:13","44733","672","45499","12","1087915","139","133"
"292","Ched","2728","-9.2","TRUE",2014-11-04,"165","2.9","TRUE","31620","2649","-0.3","2:13","44733","672","45499","12","1087915","139","133"
"293","LAC",NA,NA,"FALSE",2014-11-04,"165",NA,"FALSE",NA,"2649","-0.3","2:13","44733","672","45499","12","1087915","139","133"
"294","MPC70",NA,NA,"FALSE",2014-11-04,"165",NA,"FALSE",NA,"2649","-0.3","2:13","44733","672","45499","12","1087915","139","133"
"295","RenCas","7608","-2.2","TRUE",2014-11-04,"165","0.8","TRUE","8279","2649","-0.3","2:13","44733","672","45499","12","1087915","139","133"
"296","SMP","2457","-1.2","TRUE",2014-11-04,"165","22.7","TRUE","247199","2649","-0.3","2:13","44733","672","45499","12","1087915","139","133"
"297","SWP",NA,NA,"TRUE",2014-11-04,"165",NA,"TRUE",NA,"2649","-0.3","2:13","44733","672","45499","12","1087915","139","133"
"298","WMP","2522","1.6","TRUE",2014-11-04,"165","57.2","TRUE","622808","2649","-0.3","2:13","44733","672","45499","12","1087915","139","133"
"299","AMF","5044","-1.3","TRUE",2018-11-06,"173","9.6","TRUE","61296","2851","-2","3:02","39267","517","42412","18","635272","142","182"
"300","Butter","4045","-1.7","TRUE",2018-11-06,"173","6.9","TRUE","43825","2851","-2","3:02","39267","517","42412","18","635272","142","182"
"301","BMP","2568","0.8","TRUE",2018-11-06,"173","1.2","TRUE","7557","2851","-2","3:02","39267","517","42412","18","635272","142","182"
"302","Ched","3250","-4.6","TRUE",2018-11-06,"173","4","TRUE","25637","2851","-2","3:02","39267","517","42412","18","635272","142","182"
"303","LAC","902","-2.7","TRUE",2018-11-06,"173","0.9","TRUE","5813","2851","-2","3:02","39267","517","42412","18","635272","142","182"
"304","MPC70",NA,NA,"FALSE",2018-11-06,"173",NA,"FALSE",NA,"2851","-2","3:02","39267","517","42412","18","635272","142","182"
"305","RenCas","5327","-2.9","TRUE",2018-11-06,"173","1.6","TRUE","10287","2851","-2","3:02","39267","517","42412","18","635272","142","182"
"306","SMP","1997","1.2","TRUE",2018-11-06,"173","23.2","TRUE","147344","2851","-2","3:02","39267","517","42412","18","635272","142","182"
"307","SWP",NA,NA,"FALSE",2018-11-06,"173",NA,"TRUE",NA,"2851","-2","3:02","39267","517","42412","18","635272","142","182"
"308","WMP","2655","-2.9","TRUE",2018-11-06,"173","52.5","TRUE","333463","2851","-2","3:02","39267","517","42412","18","635272","142","182"
"309","AMF","5641","2.2",NA,2014-01-21,"193","10.1","TRUE","90288","5025","1.4","2:09","39620","833","41024","12","891483","134","129"
"310","Butter","4657","10.8",NA,2014-01-21,"193","4.2","TRUE","37249","5025","1.4","2:09","39620","833","41024","12","891483","134","129"
"311","BMP","5244","3",NA,2014-01-21,"193","0.8","TRUE","7485","5025","1.4","2:09","39620","833","41024","12","891483","134","129"
"312","Ched","5133","10.4",NA,2014-01-21,"193","3.6","TRUE","31907","5025","1.4","2:09","39620","833","41024","12","891483","134","129"
"313","LAC",NA,NA,NA,2014-01-21,"193",NA,"FALSE",NA,"5025","1.4","2:09","39620","833","41024","12","891483","134","129"
"314","MPC70","9657","7.2",NA,2014-01-21,"193","0.7","TRUE","6374","5025","1.4","2:09","39620","833","41024","12","891483","134","129"
"315","RenCas","12390","4.2",NA,2014-01-21,"193","1.1","TRUE","10123","5025","1.4","2:09","39620","833","41024","12","891483","134","129"
"316","SMP","4698","-0.5",NA,2014-01-21,"193","20.7","TRUE","184858","5025","1.4","2:09","39620","833","41024","12","891483","134","129"
"317","WMP","4943","0.1",NA,2014-01-21,"193","58.6","TRUE","522812","5025","1.4","2:09","39620","833","41024","12","891483","134","129"
"318","AMF","5930","-0.5","TRUE",2017-04-18,"173","11.6","TRUE","75689","3139","3.1","2:05","20890","541","22927","14","655156","130","125"
"319","Butter","4892","2.9","TRUE",2017-04-18,"173","7.2","TRUE","46900","3139","3.1","2:05","20890","541","22927","14","655156","130","125"
"320","BMP","1720",NA,"TRUE",2017-04-18,"173","1.3","TRUE","8735","3139","3.1","2:05","20890","541","22927","14","655156","130","125"
"321","Ched","3462","6","TRUE",2017-04-18,"173","3.9","TRUE","25340","3139","3.1","2:05","20890","541","22927","14","655156","130","125"
"322","LAC","935","1.2","TRUE",2017-04-18,"173","1.7","TRUE","11400","3139","3.1","2:05","20890","541","22927","14","655156","130","125"
"323","MPC70",NA,NA,"FALSE",2017-04-18,"173",NA,"FALSE",NA,"3139","3.1","2:05","20890","541","22927","14","655156","130","125"
"324","RenCas","6020","-3.8","TRUE",2017-04-18,"173","1.8","TRUE","11475","3139","3.1","2:05","20890","541","22927","14","655156","130","125"
"325","SMP","2044","7.1","TRUE",2017-04-18,"173","23.2","TRUE","151852","3139","3.1","2:05","20890","541","22927","14","655156","130","125"
"326","SWP",NA,NA,"FALSE",2017-04-18,"173",NA,"FALSE",NA,"3139","3.1","2:05","20890","541","22927","14","655156","130","125"
"327","WMP","2998","3.5","TRUE",2017-04-18,"173","49.4","TRUE","323765","3139","3.1","2:05","20890","541","22927","14","655156","130","125"
"328","AMF","5316","0.2","TRUE",2018-09-04,"178","9.2","TRUE","60865","2980","-0.7","2:43","35475","541","38811","19","658794","126","163"
"329","Butter","4271","-2.8","TRUE",2018-09-04,"178","6.8","TRUE","44809","2980","-0.7","2:43","35475","541","38811","19","658794","126","163"
