AveragePublishedPrice,PriceIndexPercentageChange,ProductGroup12MSalesSplit,ProductGroupCode,ProductGroupGUID,ProductGroupName,ProductSold,SupplyOffered,TwelveMonthQtySold,key
4076,3.9,6.9,Butter,4e0a8f23-e070-4a6a-ad41-017afa2285f6,Butter,TRUE,TRUE,47237,6a88d137-2217-438e-aad2-71c0993e3e04
3252,9.3,1.2,BMP,57590f3f-feec-448b-8019-6a7b734a0735,Buttermilk Powders,TRUE,TRUE,8372,6a88d137-2217-438e-aad2-71c0993e3e04
3371,3.2,3.9,Ched,fb91061a-c417-4f15-9604-f97df6beba7f,Cheddar Cheese,TRUE,TRUE,27119,6a88d137-2217-438e-aad2-71c0993e3e04
948,1.6,0.8,LAC,90a53e38-b015-41ad-a62d-28a2a01d0466,Lactose,TRUE,TRUE,5518,6a88d137-2217-438e-aad2-71c0993e3e04
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,6a88d137-2217-438e-aad2-71c0993e3e04
5123,1.3,1.5,RenCas,d0f8a2fe-d1dd-40dc-9f7f-3d973bba27a7,Rennet Casein,TRUE,TRUE,10504,6a88d137-2217-438e-aad2-71c0993e3e04
2201,7.9,22.8,SMP,ef93b2a6-fd0a-479e-aab9-c85595a4db94,Skimmilk Powders,TRUE,TRUE,156559,6a88d137-2217-438e-aad2-71c0993e3e04
,,,SWP,,Sweet Whey Powder,FALSE,TRUE,,6a88d137-2217-438e-aad2-71c0993e3e04
2705,1.2,53.2,WMP,1fe14cbb-a33f-429e-a8e1-ca56b6ee2c70,Wholemilk Powders,TRUE,TRUE,365758,6a88d137-2217-438e-aad2-71c0993e3e04
4062,-11.3,9.1,AMF,2e19ca23-f740-4fad-8eb0-11e7852dbb58,Anhydrous Milkfat,,TRUE,81496,6ab79bd6-1cf5-45a6-9178-487393adb6e8
4040,-11,5.7,Butter,c6efef54-89da-4c6a-89db-514ef6823acc,Butter,,TRUE,50736,6ab79bd6-1cf5-45a6-9178-487393adb6e8
4211,-15,0.9,BMP,d8d8799c-6ec3-4b00-8f4e-7ec6769c3790,Buttermilk Powders,,TRUE,7874,6ab79bd6-1cf5-45a6-9178-487393adb6e8
4438,-3.5,3.2,Ched,fe13feac-e68a-4afa-9931-57de3b7d9b12,Cheddar Cheese,,TRUE,28355,6ab79bd6-1cf5-45a6-9178-487393adb6e8
1530,,0,LAC,0ab40f0e-62a4-4619-9aa8-0f6cb081161d,Lactose,,TRUE,389,6ab79bd6-1cf5-45a6-9178-487393adb6e8
8436,-4.3,0.6,MPC70,89f4ad88-3f4c-4190-bb18-3ff477829b55,Milk Protein Concentrate 70,,TRUE,5749,6ab79bd6-1cf5-45a6-9178-487393adb6e8
11105,5.5,1.1,RenCas,8332cc93-5999-4e45-897b-a0bf36dad2c2,Rennet Casein,,TRUE,9711,6ab79bd6-1cf5-45a6-9178-487393adb6e8
4126,-9.6,21.2,SMP,aff960d8-d49e-4d29-8bab-eb480353daf0,Skimmilk Powders,,TRUE,189048,6ab79bd6-1cf5-45a6-9178-487393adb6e8
4033,-8.4,58.1,WMP,11b6c3c9-8dff-4b59-b507-33ae9546cc1f,Wholemilk Powders,,TRUE,517401,6ab79bd6-1cf5-45a6-9178-487393adb6e8
6120,5.3,8,AMF,315c1596-d08c-4e45-9fb7-05d43ea59861,Anhydrous Milkfat,TRUE,TRUE,54140,6b369223-da8e-4dd8-ad8e-27913ed24e26
5654,2.9,6.4,Butter,024714bd-6567-49f3-8b16-d1f5636aa223,Butter,TRUE,TRUE,43558,6b369223-da8e-4dd8-ad8e-27913ed24e26
,,,BMP,,Buttermilk Powders,FALSE,FALSE,,6b369223-da8e-4dd8-ad8e-27913ed24e26
3855,4.6,3.8,Ched,c913c29d-c34e-4d2a-b149-d4216ef3556a,Cheddar Cheese,TRUE,TRUE,26049,6b369223-da8e-4dd8-ad8e-27913ed24e26
687,14.8,1.3,LAC,3bc6a448-73a2-4854-b1f7-56824dfbf92b,Lactose,TRUE,TRUE,8636,6b369223-da8e-4dd8-ad8e-27913ed24e26
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,6b369223-da8e-4dd8-ad8e-27913ed24e26
5792,3.1,1.7,RenCas,9a1a9647-caf9-4f34-a813-d68c9f43e3c0,Rennet Casein,TRUE,TRUE,11547,6b369223-da8e-4dd8-ad8e-27913ed24e26
1913,3.6,24,SMP,b46fa95e-d40c-40e8-bfb7-d7120518575f,Skimmilk Powders,TRUE,TRUE,163203,6b369223-da8e-4dd8-ad8e-27913ed24e26
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,6b369223-da8e-4dd8-ad8e-27913ed24e26
3311,0.9,53.6,WMP,12a3cc75-a0f3-4d47-b3e9-957dc9a885c3,Wholemilk Powders,TRUE,TRUE,365141,6b369223-da8e-4dd8-ad8e-27913ed24e26
6504,-3.4,9.4,AMF,71df5c5d-fea4-4378-9ea7-3066af11c05e,Anhydrous Milkfat,TRUE,TRUE,62521,6f80e7a5-78a9-4635-b8de-5b6a431b096e
5837,-3.6,6.3,Butter,d2b8eadf-f81c-433c-98a9-ac5d9c4cfdab,Butter,TRUE,TRUE,41944,6f80e7a5-78a9-4635-b8de-5b6a431b096e
1804,-10.3,1.4,BMP,e97f322a-2d67-44cb-bd95-d615953437ab,Buttermilk Powders,TRUE,TRUE,9462,6f80e7a5-78a9-4635-b8de-5b6a431b096e
4109,1.9,3.8,Ched,5eae3e2b-cf7b-41ec-8fb7-5803e71ba0cc,Cheddar Cheese,TRUE,TRUE,25461,6f80e7a5-78a9-4635-b8de-5b6a431b096e
,,1.7,LAC,463b7d83-2e40-4ce8-a172-022c104a68de,Lactose,TRUE,TRUE,11122,6f80e7a5-78a9-4635-b8de-5b6a431b096e
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,6f80e7a5-78a9-4635-b8de-5b6a431b096e
6123,0.9,1.8,RenCas,55f385f0-26e2-4a7e-97bd-665051f78281,Rennet Casein,TRUE,TRUE,11621,6f80e7a5-78a9-4635-b8de-5b6a431b096e
1895,-1.4,23.2,SMP,4a01361b-a1d4-474f-b1c9-15db73908876,Skimmilk Powders,TRUE,TRUE,153512,6f80e7a5-78a9-4635-b8de-5b6a431b096e
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,6f80e7a5-78a9-4635-b8de-5b6a431b096e
3037,-2.7,52.4,WMP,f74e808a-1ef4-4421-85fb-f2006cc2755b,Wholemilk Powders,TRUE,TRUE,346816,6f80e7a5-78a9-4635-b8de-5b6a431b096e
5007,1.1,11.6,AMF,255473b5-f17b-4980-a70a-5531fe37872e,Anhydrous Milkfat,TRUE,TRUE,77794,6fb2b820-6eb4-4674-9f1f-b0d829176203
3984,2.6,7.9,Butter,5724f94a-c971-4f32-b081-b3dade285dd6,Butter,TRUE,TRUE,53369,6fb2b820-6eb4-4674-9f1f-b0d829176203
2583,0.2,1.3,BMP,06552b09-cbca-4c10-81a4-863ea8715e1f,Buttermilk Powders,TRUE,TRUE,8614,6fb2b820-6eb4-4674-9f1f-b0d829176203
3290,-3.7,3.8,Ched,16b986d2-ee82-4281-8531-92056393c8c6,Cheddar Cheese,TRUE,TRUE,25498,6fb2b820-6eb4-4674-9f1f-b0d829176203
780,5.6,1.3,LAC,a33e5fb4-c24b-49b7-9ece-c34b5f8ab3dc,Lactose,TRUE,TRUE,8627,6fb2b820-6eb4-4674-9f1f-b0d829176203
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,6fb2b820-6eb4-4674-9f1f-b0d829176203
6286,-4.5,1.7,RenCas,46946347-bd49-4440-b36e-3c8232cb6c1b,Rennet Casein,TRUE,TRUE,11514,6fb2b820-6eb4-4674-9f1f-b0d829176203
2204,-0.3,23.8,SMP,ae825db8-5922-41fd-8db6-48abe806394c,Skimmilk Powders,TRUE,TRUE,159898,6fb2b820-6eb4-4674-9f1f-b0d829176203
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,6fb2b820-6eb4-4674-9f1f-b0d829176203
2760,2.9,48.6,WMP,79926b47-39c3-4738-92c4-ab09c65fc5cd,Wholemilk Powders,TRUE,TRUE,326862,6fb2b820-6eb4-4674-9f1f-b0d829176203
4769,15.4,11.8,AMF,bd0016d5-57b3-4186-ac96-a92d7df20659,Anhydrous Milkfat,TRUE,TRUE,79675,70b6e436-e039-4fce-86e0-b4991e56d4e8
3764,14.9,7.9,Butter,c04b0c53-29e6-467e-9b50-8808bb4cc079,Butter,TRUE,TRUE,53591,70b6e436-e039-4fce-86e0-b4991e56d4e8
2070,6.8,1.2,BMP,f2f00cee-f698-46cf-8fa4-46b3754da243,Buttermilk Powders,TRUE,TRUE,8403,70b6e436-e039-4fce-86e0-b4991e56d4e8
3436,9,3.8,Ched,9b62c013-5407-42f4-8462-1c73620121b1,Cheddar Cheese,TRUE,TRUE,25679,70b6e436-e039-4fce-86e0-b4991e56d4e8
787,2,1.2,LAC,c53d541b-0290-4e80-a926-0fee2a65cbe0,Lactose,TRUE,TRUE,8049,70b6e436-e039-4fce-86e0-b4991e56d4e8
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,70b6e436-e039-4fce-86e0-b4991e56d4e8
6720,6.7,1.8,RenCas,9c24cbcf-e91f-4c01-84b5-29842d469c0b,Rennet Casein,TRUE,TRUE,11893,70b6e436-e039-4fce-86e0-b4991e56d4e8
2224,10,23.7,SMP,54d759fd-0378-45e1-8624-a4ae93d2f88b,Skimmilk Powders,TRUE,TRUE,159587,70b6e436-e039-4fce-86e0-b4991e56d4e8
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,70b6e436-e039-4fce-86e0-b4991e56d4e8
2793,3.7,48.5,WMP,a2888feb-9486-478a-8495-bde98252b1c3,Wholemilk Powders,TRUE,TRUE,327300,70b6e436-e039-4fce-86e0-b4991e56d4e8
6354,5.8,8,AMF,3ed5a5df-cee2-4ab8-8e4a-3d5b7086011d,Anhydrous Milkfat,TRUE,TRUE,52472,70f3aa7e-1411-43a4-8ea2-4dbd3d5b8021
5787,2.4,6.5,Butter,9f99195b-7e34-4dca-9881-cb382b9617c0,Butter,TRUE,TRUE,43101,70f3aa7e-1411-43a4-8ea2-4dbd3d5b8021
,,,BMP,,Buttermilk Powders,FALSE,FALSE,,70f3aa7e-1411-43a4-8ea2-4dbd3d5b8021
4205,4.4,3.8,Ched,c7faf524-25b9-43fe-a2fc-5317fddb0940,Cheddar Cheese,TRUE,TRUE,25104,70f3aa7e-1411-43a4-8ea2-4dbd3d5b8021
687,-3.5,1.2,LAC,a35626dc-1f7b-4e1f-86f2-e330036497da,Lactose,TRUE,TRUE,8036,70f3aa7e-1411-43a4-8ea2-4dbd3d5b8021
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,70f3aa7e-1411-43a4-8ea2-4dbd3d5b8021
4876,-6.1,1.7,RenCas,ad5aaa45-29fa-4018-a64b-0c4ea0101ec5,Rennet Casein,TRUE,TRUE,11001,70f3aa7e-1411-43a4-8ea2-4dbd3d5b8021
2047,3,24.4,SMP,74c12147-1c1c-4877-adaf-5c3cdf32961d,Skimmilk Powders,TRUE,TRUE,160947,70f3aa7e-1411-43a4-8ea2-4dbd3d5b8021
,,,SWP,207753e0-108d-49c2-903c-8c91bf2ea2f3,Sweet Whey Powder,TRUE,TRUE,,70f3aa7e-1411-43a4-8ea2-4dbd3d5b8021
3226,0.2,53.1,WMP,caf7f1ea-b33c-408b-a19d-843010e6526f,Wholemilk Powders,TRUE,TRUE,350526,70f3aa7e-1411-43a4-8ea2-4dbd3d5b8021
3621,1.1,11.4,AMF,acc242ec-548b-41e4-8d46-489134bce57c,Anhydrous Milkfat,TRUE,TRUE,79500,71bbad44-c74a-4fcf-b882-c3322211bd54
2828,-3.1,7.6,Butter,8434a4cf-7657-4677-8528-07d51a138027,Butter,TRUE,TRUE,53276,71bbad44-c74a-4fcf-b882-c3322211bd54
1552,-7.5,1.2,BMP,75ecf92c-131b-4923-b3ac-1116c7c32db6,Buttermilk Powders,TRUE,TRUE,8392,71bbad44-c74a-4fcf-b882-c3322211bd54
2902,-0.5,3.8,Ched,cb2707a3-f8cf-459d-a716-d2b18859fb38,Cheddar Cheese,TRUE,TRUE,26753,71bbad44-c74a-4fcf-b882-c3322211bd54
750,-1.2,1,LAC,70b7749a-0527-46a2-8d7a-2d551e91e2f1,Lactose,TRUE,TRUE,7190,71bbad44-c74a-4fcf-b882-c3322211bd54
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,71bbad44-c74a-4fcf-b882-c3322211bd54
5227,4.9,1.8,RenCas,ea7d0efd-cd1b-485c-bab6-b0a84b9b1be7,Rennet Casein,TRUE,TRUE,12481,71bbad44-c74a-4fcf-b882-c3322211bd54
1938,2.6,23.1,SMP,c8b09e79-c506-492c-8794-4443c4a71b9a,Skimmilk Powders,TRUE,TRUE,161132,71bbad44-c74a-4fcf-b882-c3322211bd54
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,71bbad44-c74a-4fcf-b882-c3322211bd54
2062,-1.6,50,WMP,25e86c09-97e7-4309-95af-2df75e160653,Wholemilk Powders,TRUE,TRUE,348684,71bbad44-c74a-4fcf-b882-c3322211bd54
4578,-10.7,9.2,AMF,64f8d4ee-9da9-4a80-b7bb-236234c42c45,Anhydrous Milkfat,,TRUE,86617,7293dfa0-50d5-44fc-a858-d882905523be
4534,-4.4,5.4,Butter,0ce9bab0-ca85-4363-bb34-f8f612c22210,Butter,,TRUE,50736,7293dfa0-50d5-44fc-a858-d882905523be
5253,4.6,0.9,BMP,34459bcc-f3fd-4a58-a378-f2c5119c78fd,Buttermilk Powders,,TRUE,8074,7293dfa0-50d5-44fc-a858-d882905523be
4641,-4.1,3.3,Ched,d8061013-262e-4420-b57d-dd89c83245c2,Cheddar Cheese,,TRUE,30684,7293dfa0-50d5-44fc-a858-d882905523be
,,,LAC,,Lactose,,FALSE,,7293dfa0-50d5-44fc-a858-d882905523be
8837,3.7,0.7,MPC70,96247357-41e2-4d68-8565-862e60531e22,Milk Protein Concentrate 70,,TRUE,6255,7293dfa0-50d5-44fc-a858-d882905523be
10533,-10.7,1.1,RenCas,abdbdac9-3ea2-4540-a3d8-456d6e0a5177,Rennet Casein,,TRUE,10239,7293dfa0-50d5-44fc-a858-d882905523be
4584,-1.7,21.1,SMP,a395985f-e498-4855-b291-0821c58a45e2,Skimmilk Powders,,TRUE,197551,7293dfa0-50d5-44fc-a858-d882905523be
4439,-5.8,58.4,WMP,d3644148-1ab8-4aec-99ec-3c9105883d57,Wholemilk Powders,,TRUE,547304,7293dfa0-50d5-44fc-a858-d882905523be
5126,-3.5,9.4,AMF,f04a846d-3e3a-400f-996c-d835b91851c1,Anhydrous Milkfat,,TRUE,88384,7c2b31bc-60ae-4382-a046-5a707582eff5
4746,3.9,5.1,Butter,9dd6aff9-505a-4719-81b6-5df6d79e76d2,Butter,,TRUE,47604,7c2b31bc-60ae-4382-a046-5a707582eff5
4792,-5.8,0.9,BMP,710aa597-16a6-489f-a5ae-70037e6f9afa,Buttermilk Powders,,TRUE,8124,7c2b31bc-60ae-4382-a046-5a707582eff5
4837,0.7,3.3,Ched,f53a4271-403e-493f-b538-ca757863e100,Cheddar Cheese,,TRUE,31488,7c2b31bc-60ae-4382-a046-5a707582eff5
,,,LAC,,Lactose,,TRUE,,7c2b31bc-60ae-4382-a046-5a707582eff5
8524,-3.3,0.7,MPC70,942a55ec-dd55-4514-bef5-5b761fb218a3,Milk Protein Concentrate 70,,TRUE,6466,7c2b31bc-60ae-4382-a046-5a707582eff5
11791,2.9,1.1,RenCas,cd16ed4f-4f9f-4d2b-b71b-c44fe9d4505d,Rennet Casein,,TRUE,10437,7c2b31bc-60ae-4382-a046-5a707582eff5
4658,-3.9,20.9,SMP,d4d45eb1-664e-47b7-81dc-872dd0e7cf30,Skimmilk Powders,,TRUE,197040,7c2b31bc-60ae-4382-a046-5a707582eff5
4703,-5.7,58.6,WMP,14944b37-b905-43e4-b401-77628cafd9d6,Wholemilk Powders,,TRUE,552655,7c2b31bc-60ae-4382-a046-5a707582eff5
6222,-1.7,8.3,AMF,bcb6f99e-36a8-4800-99b0-0061813aef86,Anhydrous Milkfat,TRUE,TRUE,56317,7c76f82e-6cb7-43f7-a585-64f4da2f9246
5581,-3.5,6.6,Butter,cd978ffc-1530-4844-8d82-8d93b7747b77,Butter,TRUE,TRUE,44871,7c76f82e-6cb7-43f7-a585-64f4da2f9246
2314,17.7,1.3,BMP,e3ce752d-5b1f-430c-bb3d-e9c4481acbba,Buttermilk Powders,TRUE,TRUE,8838,7c76f82e-6cb7-43f7-a585-64f4da2f9246
3998,-3.6,3.9,Ched,8c578e0c-b711-41e7-9de4-6279369cc149,Cheddar Cheese,TRUE,TRUE,26178,7c76f82e-6cb7-43f7-a585-64f4da2f9246
714,3.9,1.2,LAC,ada1504f-1caf-4617-b5ab-5ff4bf91a1f0,Lactose,TRUE,TRUE,7996,7c76f82e-6cb7-43f7-a585-64f4da2f9246
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,7c76f82e-6cb7-43f7-a585-64f4da2f9246
5015,2.7,1.6,RenCas,124fe4a3-5765-4246-bf76-d652ddebbb11,Rennet Casein,TRUE,TRUE,11139,7c76f82e-6cb7-43f7-a585-64f4da2f9246
2051,0.3,24.6,SMP,8fd7f573-026e-4e97-954f-7d9a3a9d10a9,Skimmilk Powders,TRUE,TRUE,166812,7c76f82e-6cb7-43f7-a585-64f4da2f9246
,,,SWP,,Sweet Whey Powder,FALSE,TRUE,,7c76f82e-6cb7-43f7-a585-64f4da2f9246
3205,-1.1,52.5,WMP,6940cb95-271b-4925-9356-4e897de00084,Wholemilk Powders,TRUE,TRUE,356539,7c76f82e-6cb7-43f7-a585-64f4da2f9246
3337,-4.8,8.5,AMF,666088b7-9b69-4614-84ad-1d51fb0e13ce,Anhydrous Milkfat,TRUE,TRUE,84524,7f124bba-83ae-48d6-9deb-7dbc70782f66
2911,-3.2,6.1,Butter,809eed9f-8803-4a0f-8e4b-5d5d79215117,Butter,TRUE,TRUE,60191,7f124bba-83ae-48d6-9deb-7dbc70782f66
1930,3.2,0.8,BMP,d612b9b6-6823-4c94-b5de-fda4d1f3f10b,Buttermilk Powders,TRUE,TRUE,8249,7f124bba-83ae-48d6-9deb-7dbc70782f66
2745,-7.1,3.9,Ched,1456e325-75d6-474d-a009-50bb11b19481,Cheddar Cheese,TRUE,TRUE,39125,7f124bba-83ae-48d6-9deb-7dbc70782f66
580,0.9,0,LAC,a09ce444-d6e8-4f3d-acd6-4004175db73e,Lactose,TRUE,TRUE,150,7f124bba-83ae-48d6-9deb-7dbc70782f66
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,7f124bba-83ae-48d6-9deb-7dbc70782f66
6067,-0.4,1,RenCas,0484566a-fa87-4588-b1c6-a5b0ef3b0b93,Rennet Casein,TRUE,TRUE,9742,7f124bba-83ae-48d6-9deb-7dbc70782f66
1992,-3.6,22.7,SMP,1140c05a-238d-4a3c-b24b-f7c11afc4774,Skimmilk Powders,TRUE,TRUE,225285,7f124bba-83ae-48d6-9deb-7dbc70782f66
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,7f124bba-83ae-48d6-9deb-7dbc70782f66
2390,-0.5,56.7,WMP,e6d7cb22-1246-4c10-83bc-ab7e02d02442,Wholemilk Powders,TRUE,TRUE,563880,7f124bba-83ae-48d6-9deb-7dbc70782f66
3240,1.6,10.8,AMF,da49d887-a3ce-453b-8b78-a81ca4c2be6f,Anhydrous Milkfat,TRUE,TRUE,79286,7fb0de5f-ae9d-41eb-ad0d-3bd8fd537857
2746,2,7.4,Butter,0cbe89f6-375f-40ed-bfb1-f69870208384,Butter,TRUE,TRUE,54418,7fb0de5f-ae9d-41eb-ad0d-3bd8fd537857
1460,2.4,1.2,BMP,711d2330-07b3-4c03-bd3f-871c6919c541,Buttermilk Powders,TRUE,TRUE,8820,7fb0de5f-ae9d-41eb-ad0d-3bd8fd537857
2636,-3.9,4.4,Ched,35175056-2d79-4b6f-ab77-fc86bde0db88,Cheddar Cheese,TRUE,TRUE,32202,7fb0de5f-ae9d-41eb-ad0d-3bd8fd537857
708,8,0.8,LAC,dfe4ffa4-f782-4e96-b523-cdc0184375b7,Lactose,TRUE,TRUE,5530,7fb0de5f-ae9d-41eb-ad0d-3bd8fd537857
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,7fb0de5f-ae9d-41eb-ad0d-3bd8fd537857
4742,7.5,1.6,RenCas,b8377592-f370-4908-ab60-3d1d6d017c4f,Rennet Casein,TRUE,TRUE,11500,7fb0de5f-ae9d-41eb-ad0d-3bd8fd537857
1727,0.3,22.8,SMP,7f8eb9d4-5f7d-401f-983d-45e11a6d0296,Skimmilk Powders,TRUE,TRUE,167436,7fb0de5f-ae9d-41eb-ad0d-3bd8fd537857
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,7fb0de5f-ae9d-41eb-ad0d-3bd8fd537857
2156,7.5,50.9,WMP,2da0e299-4dac-4717-ab5c-9d8f9cac9ea0,Wholemilk Powders,TRUE,TRUE,373800,7fb0de5f-ae9d-41eb-ad0d-3bd8fd537857
6402,3.6,9.7,AMF,5be33c65-286c-4fcd-94e3-7d22bd1e8b2f,Anhydrous Milkfat,TRUE,TRUE,61518,824236e5-de52-4cc0-bf3f-391732269326
5954,3.8,6.5,Butter,5b169dcf-a338-4157-b92c-0a93d5c27810,Butter,TRUE,TRUE,41051,824236e5-de52-4cc0-bf3f-391732269326
2026,-10.1,1.4,BMP,47b4d0da-aee6-444f-b5dd-b0e99b4bb4d7,Buttermilk Powders,TRUE,TRUE,9043,824236e5-de52-4cc0-bf3f-391732269326
4118,2.5,3.8,Ched,56247c3f-d5a6-48ae-98d1-56f79064195e,Cheddar Cheese,TRUE,TRUE,23961,824236e5-de52-4cc0-bf3f-391732269326
791,5.1,1.7,LAC,68ae3be7-c108-40c5-91f3-06571784b0f5,Lactose,TRUE,TRUE,10803,824236e5-de52-4cc0-bf3f-391732269326
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,824236e5-de52-4cc0-bf3f-391732269326
6316,1.2,1.7,RenCas,8426687e-1cc3-4dd2-8969-8dc1192b71d0,Rennet Casein,TRUE,TRUE,10934,824236e5-de52-4cc0-bf3f-391732269326
1944,-1.2,23.1,SMP,94fc943f-7e15-4e55-a3f8-3edc6e475819,Skimmilk Powders,TRUE,TRUE,147183,824236e5-de52-4cc0-bf3f-391732269326
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,824236e5-de52-4cc0-bf3f-391732269326
3100,-1.6,52.1,WMP,aff8ccc8-e873-4fb9-88ae-e1479fb39479,Wholemilk Powders,TRUE,TRUE,331310,824236e5-de52-4cc0-bf3f-391732269326
6887,0,8.8,AMF,5a43cc99-1baf-4773-9b67-185116f1da80,Anhydrous Milkfat,TRUE,TRUE,54417,859a73b1-5597-4f04-a758-ec155048c0e7
5144,-5.9,6.1,Butter,f29e01d2-c16b-4540-a681-c45e5c8d1df7,Butter,TRUE,TRUE,37907,859a73b1-5597-4f04-a758-ec155048c0e7
,,,BMP,,Buttermilk Powders,FALSE,FALSE,,859a73b1-5597-4f04-a758-ec155048c0e7
3831,-4.2,3.9,Ched,03297e8a-bea6-40cc-a5f1-65fae4e39c08,Cheddar Cheese,TRUE,TRUE,24299,859a73b1-5597-4f04-a758-ec155048c0e7
,,1.6,LAC,5f1708bb-f572-47de-b2e0-1762d2e20629,Lactose,TRUE,TRUE,10140,859a73b1-5597-4f04-a758-ec155048c0e7
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,859a73b1-5597-4f04-a758-ec155048c0e7
4644,-12.6,1.9,RenCas,0903ce39-039a-47e0-8fa1-7e8ef0ca2911,Rennet Casein,TRUE,TRUE,11670,859a73b1-5597-4f04-a758-ec155048c0e7
1701,-6.5,23.3,SMP,e64dd7df-24d1-43e5-a731-6c70ac218820,Skimmilk Powders,TRUE,TRUE,143696,859a73b1-5597-4f04-a758-ec155048c0e7
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,859a73b1-5597-4f04-a758-ec155048c0e7
2778,-2.7,53,WMP,4508a73e-aacc-4a25-972c-82e0d629effb,Wholemilk Powders,TRUE,TRUE,327129,859a73b1-5597-4f04-a758-ec155048c0e7
5653,-0.8,11.5,AMF,ca7500a2-e62e-4c52-97ac-f602a6a218e9,Anhydrous Milkfat,TRUE,TRUE,73787,87587a5d-2c7a-461f-8554-e39f47d9a8ae
4653,1.2,7.2,Butter,fe20d767-8704-49bc-beac-255ff6c81bb9,Butter,TRUE,TRUE,46271,87587a5d-2c7a-461f-8554-e39f47d9a8ae
1846,8.4,1.4,BMP,667a1eb8-976e-43cf-aeb0-09f8d0fd488d,Buttermilk Powders,TRUE,TRUE,8735,87587a5d-2c7a-461f-8554-e39f47d9a8ae
3435,-4.2,3.9,Ched,3669f8f6-04d0-459a-b24e-3d6a8eec77f9,Cheddar Cheese,TRUE,TRUE,24649,87587a5d-2c7a-461f-8554-e39f47d9a8ae
924,-4.3,1.6,LAC,b2cf5125-bcd7-4795-89db-3f55ea576d68,Lactose,TRUE,TRUE,10498,87587a5d-2c7a-461f-8554-e39f47d9a8ae
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,87587a5d-2c7a-461f-8554-e39f47d9a8ae
5678,-6.6,1.8,RenCas,f09a1fb4-191b-4a27-b9cf-3e14ffa6eb36,Rennet Casein,TRUE,TRUE,11371,87587a5d-2c7a-461f-8554-e39f47d9a8ae
2118,-15.5,23.7,SMP,97c4d78e-0748-4897-8f9d-c20f9ba04a63,Skimmilk Powders,TRUE,TRUE,151458,87587a5d-2c7a-461f-8554-e39f47d9a8ae
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,87587a5d-2c7a-461f-8554-e39f47d9a8ae
2782,-12.4,48.9,WMP,2b4e3089-5ea6-4ce5-87a3-7b6547a10ff7,Wholemilk Powders,TRUE,TRUE,312199,87587a5d-2c7a-461f-8554-e39f47d9a8ae
3444,2.8,11.2,AMF,642824e9-c87b-49e5-ab99-3a2b73f57f80,Anhydrous Milkfat,TRUE,TRUE,80351,87a750f6-1992-4a63-b0a8-64301cac4321
2762,3.2,7.5,Butter,85d087fa-be82-4c49-9703-d033d0e24205,Butter,TRUE,TRUE,54107,87a750f6-1992-4a63-b0a8-64301cac4321
1765,14.2,1.2,BMP,850fe67a-9855-4102-814a-ab52249a2df6,Buttermilk Powders,TRUE,TRUE,8787,87a750f6-1992-4a63-b0a8-64301cac4321
2669,7.8,4.1,Ched,ba966af8-7a64-412f-8b3d-189f61534c4a,Cheddar Cheese,TRUE,TRUE,29205,87a750f6-1992-4a63-b0a8-64301cac4321
750,4.7,0.9,LAC,4ca23d19-828c-4e10-a1aa-5991ac5e9202,Lactose,TRUE,TRUE,6408,87a750f6-1992-4a63-b0a8-64301cac4321
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,87a750f6-1992-4a63-b0a8-64301cac4321
5035,-1.6,1.7,RenCas,4bed15d4-02dc-42d1-aa37-5b4e4640292e,Rennet Casein,TRUE,TRUE,12431,87a750f6-1992-4a63-b0a8-64301cac4321
1867,12.1,22.9,SMP,fe023a34-8f96-4017-8e0d-3f3f47f22929,Skimmilk Powders,TRUE,TRUE,164749,87a750f6-1992-4a63-b0a8-64301cac4321
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,87a750f6-1992-4a63-b0a8-64301cac4321
2205,-1.7,50.5,WMP,2fcb18fd-a291-4801-b947-da70705006d8,Wholemilk Powders,TRUE,TRUE,363546,87a750f6-1992-4a63-b0a8-64301cac4321
