AveragePublishedPrice,PriceIndexPercentageChange,ProductGroup12MSalesSplit,ProductGroupCode,ProductGroupGUID,ProductGroupName,ProductSold,SupplyOffered,TwelveMonthQtySold,key
2882,6.9,4,Ched,75dac7cf-1006-462c-bcc7-19ec6a3805df,Cheddar Cheese,TRUE,TRUE,28603,2379db92-2c78-4f0c-8dcb-54718a599874
754,0.6,0.9,LAC,00ee5a55-f37f-4095-8324-e4c3e402814a,Lactose,TRUE,TRUE,6690,2379db92-2c78-4f0c-8dcb-54718a599874
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,2379db92-2c78-4f0c-8dcb-54718a599874
5116,-0.4,1.8,RenCas,b74cdcd5-56e4-4fe6-b212-0de00debb587,Rennet Casein,TRUE,TRUE,12675,2379db92-2c78-4f0c-8dcb-54718a599874
1901,1.5,22.9,SMP,ac7abff8-d7f7-4da1-a099-253471f176df,Skimmilk Powders,TRUE,TRUE,164783,2379db92-2c78-4f0c-8dcb-54718a599874
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,2379db92-2c78-4f0c-8dcb-54718a599874
2118,-4.5,50.3,WMP,6d99a2b3-ce9d-4cf2-bd46-85d9510a7039,Wholemilk Powders,TRUE,TRUE,360903,2379db92-2c78-4f0c-8dcb-54718a599874
5352,-0.6,11.3,AMF,75d65c04-c3b1-4f67-902d-ab9533a22831,Anhydrous Milkfat,TRUE,TRUE,78909,25942db6-43d0-48ea-af8d-eec5db57f910
4308,0.5,7.5,Butter,38cb55df-fcb8-4566-b3f1-224c97d9c10b,Butter,TRUE,TRUE,51935,25942db6-43d0-48ea-af8d-eec5db57f910
2670,4.5,1.3,BMP,daa7a113-c99d-4a4f-9543-6e47da59b951,Buttermilk Powders,TRUE,TRUE,9153,25942db6-43d0-48ea-af8d-eec5db57f910
3894,1.4,3.8,Ched,f8fe8aee-e0bf-4648-8fea-62228a666c11,Cheddar Cheese,TRUE,TRUE,26722,25942db6-43d0-48ea-af8d-eec5db57f910
836,-2.9,1.4,LAC,f07736dc-e82b-49aa-9703-a92c3bc5cb20,Lactose,TRUE,TRUE,9999,25942db6-43d0-48ea-af8d-eec5db57f910
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,25942db6-43d0-48ea-af8d-eec5db57f910
6234,-2.7,1.7,RenCas,f1bbb476-abc4-45da-aed7-a8d784b33a5b,Rennet Casein,TRUE,TRUE,12093,25942db6-43d0-48ea-af8d-eec5db57f910
2660,2.3,24.1,SMP,93bc6f16-0ea2-47d8-8fd6-8bcb361b811f,Skimmilk Powders,TRUE,TRUE,167703,25942db6-43d0-48ea-af8d-eec5db57f910
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,25942db6-43d0-48ea-af8d-eec5db57f910
3294,-7.7,48.7,WMP,042be54d-20a5-4cf9-99fe-2fc4dc1adb04,Wholemilk Powders,TRUE,TRUE,338781,25942db6-43d0-48ea-af8d-eec5db57f910
5937,-1.7,8.7,AMF,56c77adf-f188-488f-a49c-127958c19cbe,Anhydrous Milkfat,TRUE,TRUE,58289,28f9d9d9-45db-4c3b-a7c5-68d8d9ff2761
5390,-4,6.8,Butter,7e85f5fc-ed9b-4ea3-b4ef-0d7e4930dc89,Butter,TRUE,TRUE,45514,28f9d9d9-45db-4c3b-a7c5-68d8d9ff2761
2480,6.4,1.3,BMP,43a2fbc5-d91c-402f-b10d-5a4f272e4ce2,Buttermilk Powders,TRUE,TRUE,8735,28f9d9d9-45db-4c3b-a7c5-68d8d9ff2761
3713,-4.3,3.9,Ched,21b7361d-853f-4ce3-b542-27f8b99942a1,Cheddar Cheese,TRUE,TRUE,26076,28f9d9d9-45db-4c3b-a7c5-68d8d9ff2761
,,,LAC,,Lactose,FALSE,TRUE,,28f9d9d9-45db-4c3b-a7c5-68d8d9ff2761
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,28f9d9d9-45db-4c3b-a7c5-68d8d9ff2761
5089,3.6,1.6,RenCas,a2a47f92-334d-41dc-b33e-8108faa0177e,Rennet Casein,TRUE,TRUE,10847,28f9d9d9-45db-4c3b-a7c5-68d8d9ff2761
1913,-4.6,24.9,SMP,443e1061-0c7e-4763-9b08-0ce2a6ee42f1,Skimmilk Powders,TRUE,TRUE,166563,28f9d9d9-45db-4c3b-a7c5-68d8d9ff2761
,,,SWP,,Sweet Whey Powder,FALSE,TRUE,,28f9d9d9-45db-4c3b-a7c5-68d8d9ff2761
2905,-7.3,51.6,WMP,34becb81-a8e8-4787-a2e1-ab5a410df98f,Wholemilk Powders,TRUE,TRUE,345890,28f9d9d9-45db-4c3b-a7c5-68d8d9ff2761
6581,0.5,8.2,AMF,7fc6441f-2b5e-4f6c-a484-6ce32dc75027,Anhydrous Milkfat,TRUE,TRUE,51342,2a1db668-f10d-48e6-a81d-87311a2b68e4
5277,7.9,6.4,Butter,f7a4d41d-2415-42de-b602-22cfe61ca03a,Butter,TRUE,TRUE,40458,2a1db668-f10d-48e6-a81d-87311a2b68e4
2039,8.4,1.4,BMP,d731847b-515b-4b27-b845-ef9ab8598cba,Buttermilk Powders,TRUE,TRUE,8597,2a1db668-f10d-48e6-a81d-87311a2b68e4
3739,7.2,3.9,Ched,4af625c9-eb45-4952-96f4-18038a73483d,Cheddar Cheese,TRUE,TRUE,24348,2a1db668-f10d-48e6-a81d-87311a2b68e4
,,1.5,LAC,64d2b6c6-271f-4dd6-9717-2e1250bedb3f,Lactose,TRUE,TRUE,9454,2a1db668-f10d-48e6-a81d-87311a2b68e4
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,2a1db668-f10d-48e6-a81d-87311a2b68e4
4943,5,1.8,RenCas,8937b73d-aa37-4157-ae41-fe8065d572bb,Rennet Casein,TRUE,TRUE,11476,2a1db668-f10d-48e6-a81d-87311a2b68e4
1932,7.2,23.5,SMP,f3db251d-71b5-4aed-8cfa-4fbfd1c12316,Skimmilk Powders,TRUE,TRUE,147619,2a1db668-f10d-48e6-a81d-87311a2b68e4
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,2a1db668-f10d-48e6-a81d-87311a2b68e4
3226,7.6,53.4,WMP,0b868a01-92a6-424b-9609-3483251a753a,Wholemilk Powders,TRUE,TRUE,335657,2a1db668-f10d-48e6-a81d-87311a2b68e4
6032,-1.9,7.8,AMF,fbba172b-2ec2-4899-8c95-1a8cc7daa6fb,Anhydrous Milkfat,TRUE,TRUE,51673,2bce69d1-f28a-4067-891a-bbf87568c493
5647,0,6.5,Butter,ac2effce-1f28-4c4a-a0ba-672af6180742,Butter,TRUE,TRUE,42638,2bce69d1-f28a-4067-891a-bbf87568c493
1990,0.5,1.3,BMP,4252265f-c208-4478-8557-da7f1410cf2d,Buttermilk Powders,TRUE,TRUE,8271,2bce69d1-f28a-4067-891a-bbf87568c493
4024,3.1,3.8,Ched,5049387b-9409-49cf-881b-d55e270c9cac,Cheddar Cheese,TRUE,TRUE,24989,2bce69d1-f28a-4067-891a-bbf87568c493
616,0.6,1.2,LAC,e057bf79-dc04-4387-a7b6-f4ff7b02f103,Lactose,TRUE,TRUE,8136,2bce69d1-f28a-4067-891a-bbf87568c493
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,2bce69d1-f28a-4067-891a-bbf87568c493
5177,-10.5,1.7,RenCas,5bb62e58-4374-4acb-8030-5ddbc70b602b,Rennet Casein,TRUE,TRUE,11059,2bce69d1-f28a-4067-891a-bbf87568c493
1999,3.6,24.3,SMP,f2f3fe88-c925-4978-9e49-c42951068343,Skimmilk Powders,TRUE,TRUE,159748,2bce69d1-f28a-4067-891a-bbf87568c493
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,2bce69d1-f28a-4067-891a-bbf87568c493
3231,-1.5,53.5,WMP,568ef7c5-6ee0-4bc7-bcf2-9157cfeb678c,Wholemilk Powders,TRUE,TRUE,352183,2bce69d1-f28a-4067-891a-bbf87568c493
5367,-2.3,11.5,AMF,31f327bc-4bcd-41cb-b62b-8c8e484e887b,Anhydrous Milkfat,TRUE,TRUE,76262,2c8432fa-0ef4-422b-a7aa-3680d306b500
4290,0.5,7.6,Butter,998652a9-70f5-499e-bd51-60875103ff31,Butter,TRUE,TRUE,50145,2c8432fa-0ef4-422b-a7aa-3680d306b500
2874,3.1,1.3,BMP,6cf96b08-b4e0-4346-9454-f6cefac748d4,Buttermilk Powders,TRUE,TRUE,8686,2c8432fa-0ef4-422b-a7aa-3680d306b500
3826,1.9,3.8,Ched,77ba21c5-f931-4e6f-8ed1-60bb31acf7ea,Cheddar Cheese,TRUE,TRUE,25217,2c8432fa-0ef4-422b-a7aa-3680d306b500
857,-1.6,1.4,LAC,cddcfcbc-1d49-4576-b875-5a1da3438a8f,Lactose,TRUE,TRUE,9507,2c8432fa-0ef4-422b-a7aa-3680d306b500
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,2c8432fa-0ef4-422b-a7aa-3680d306b500
6473,3.3,1.7,RenCas,46acb01e-d724-4e0c-b37e-ed09a14fbfaa,Rennet Casein,TRUE,TRUE,11499,2c8432fa-0ef4-422b-a7aa-3680d306b500
2621,0,24.1,SMP,9ddbd7ab-d582-41a5-be76-f3b1d9e08389,Skimmilk Powders,TRUE,TRUE,159620,2c8432fa-0ef4-422b-a7aa-3680d306b500
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,2c8432fa-0ef4-422b-a7aa-3680d306b500
3568,-0.8,48.4,WMP,c24fa1df-226a-423d-9462-4ac5f0844a9b,Wholemilk Powders,TRUE,TRUE,320422,2c8432fa-0ef4-422b-a7aa-3680d306b500
6405,-0.2,8.4,AMF,6cd9b21b-357b-40d3-b183-20cf078c0b45,Anhydrous Milkfat,TRUE,TRUE,54840,2ced3a06-bb7b-41ab-b2b1-a1197da4ce73
4501,0.6,6.5,Butter,2fd521c8-e27b-492b-9c11-e0286e94fb1c,Butter,TRUE,TRUE,42059,2ced3a06-bb7b-41ab-b2b1-a1197da4ce73
1866,-7.3,1.4,BMP,c2c3400c-45ef-4cbb-92ce-97f91b998f0f,Buttermilk Powders,TRUE,TRUE,9080,2ced3a06-bb7b-41ab-b2b1-a1197da4ce73
3317,-2.1,4,Ched,f27eeb4e-5eec-4e85-8e42-bbc292c39302,Cheddar Cheese,TRUE,TRUE,25957,2ced3a06-bb7b-41ab-b2b1-a1197da4ce73
,,1.6,LAC,130de270-d59f-4ed7-9677-73525a08e491,Lactose,TRUE,TRUE,10292,2ced3a06-bb7b-41ab-b2b1-a1197da4ce73
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,2ced3a06-bb7b-41ab-b2b1-a1197da4ce73
4419,-1.1,1.9,RenCas,95c61ef3-86da-4957-981d-283180f9bfe2,Rennet Casein,TRUE,TRUE,12195,2ced3a06-bb7b-41ab-b2b1-a1197da4ce73
1699,1.6,23.4,SMP,7899aba7-ed92-4d1a-aadb-6a9bbf0bd70d,Skimmilk Powders,TRUE,TRUE,152147,2ced3a06-bb7b-41ab-b2b1-a1197da4ce73
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,2ced3a06-bb7b-41ab-b2b1-a1197da4ce73
2886,4.2,52.9,WMP,dca2d48f-0d69-4269-8e24-65ae7b131eb5,Wholemilk Powders,TRUE,TRUE,344837,2ced3a06-bb7b-41ab-b2b1-a1197da4ce73
5693,-1.3,11.4,AMF,9dfc801b-15a0-4e64-a785-138cf6eb0c45,Anhydrous Milkfat,TRUE,TRUE,73591,2f8d0022-122b-4c7b-8cb0-086f0647077f
4598,0.2,7.3,Butter,5d925de5-a99a-4479-8ea2-8aa3b0f1d2d3,Butter,TRUE,TRUE,46743,2f8d0022-122b-4c7b-8cb0-086f0647077f
2090,-12.9,1.3,BMP,4b157cde-ddf9-47e3-83ef-d01a2497db0a,Buttermilk Powders,TRUE,TRUE,8619,2f8d0022-122b-4c7b-8cb0-086f0647077f
3590,-5.3,3.9,Ched,89496c6f-b970-4b35-829e-5f7791c3aab1,Cheddar Cheese,TRUE,TRUE,24907,2f8d0022-122b-4c7b-8cb0-086f0647077f
966,6.8,1.6,LAC,936f9e59-cb1f-41f0-b312-6c9941741503,Lactose,TRUE,TRUE,10298,2f8d0022-122b-4c7b-8cb0-086f0647077f
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,2f8d0022-122b-4c7b-8cb0-086f0647077f
6135,-5.8,1.8,RenCas,54e367df-8b70-4c58-88b0-71df10c5113d,Rennet Casein,TRUE,TRUE,11493,2f8d0022-122b-4c7b-8cb0-086f0647077f
2574,-3.8,23.6,SMP,3e23ec44-0c4a-463e-a88b-bb6d59c04818,Skimmilk Powders,TRUE,TRUE,152355,2f8d0022-122b-4c7b-8cb0-086f0647077f
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,2f8d0022-122b-4c7b-8cb0-086f0647077f
3189,-3.7,49.1,WMP,4002a4f0-894f-4d59-85f3-5a7fa05e13d1,Wholemilk Powders,TRUE,TRUE,316648,2f8d0022-122b-4c7b-8cb0-086f0647077f
4314,6.4,8.3,AMF,b5ae7bf0-1abc-4905-bda0-aeb51a4186ef,Anhydrous Milkfat,TRUE,TRUE,89773,30320ac7-6c67-47ce-b3bd-8421fe336e9f
3823,1.1,6.2,Butter,d91787d3-3291-49d1-a97f-09c930ff40ed,Butter,TRUE,TRUE,66851,30320ac7-6c67-47ce-b3bd-8421fe336e9f
2674,1.9,0.8,BMP,f80795c0-2f55-4ef5-93cf-edb388f26f15,Buttermilk Powders,TRUE,TRUE,8287,30320ac7-6c67-47ce-b3bd-8421fe336e9f
3054,16.8,3.3,Ched,665c9f29-1f08-4a86-85a4-12ed897bdaa6,Cheddar Cheese,TRUE,TRUE,35592,30320ac7-6c67-47ce-b3bd-8421fe336e9f
,,,LAC,,Lactose,FALSE,FALSE,,30320ac7-6c67-47ce-b3bd-8421fe336e9f
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,30320ac7-6c67-47ce-b3bd-8421fe336e9f
8897,1.2,0.8,RenCas,c9b14ac6-3577-452c-9e65-3f9f46cad1ef,Rennet Casein,TRUE,TRUE,8985,30320ac7-6c67-47ce-b3bd-8421fe336e9f
2744,5.7,22.6,SMP,6004356a-a9ac-4722-8bdc-e296cc44d754,Skimmilk Powders,TRUE,TRUE,244102,30320ac7-6c67-47ce-b3bd-8421fe336e9f
,,,SWP,,Sweet Whey Powder,FALSE,TRUE,,30320ac7-6c67-47ce-b3bd-8421fe336e9f
3272,13.7,57.6,WMP,75eeb45c-bc70-41cd-9d3b-f82bd7474e47,Wholemilk Powders,TRUE,TRUE,620817,30320ac7-6c67-47ce-b3bd-8421fe336e9f
3744,2.3,8.5,AMF,d62a0b84-3933-46ef-9bc8-5ab83d7c2c4f,Anhydrous Milkfat,TRUE,TRUE,84480,32aa9e05-9e97-43aa-ad4f-24634615d5b4
3026,-6.6,6.1,Butter,9e95e5c0-d846-4945-b781-3bb258c408c4,Butter,TRUE,TRUE,60055,32aa9e05-9e97-43aa-ad4f-24634615d5b4
2208,2.1,0.8,BMP,7b52782e-681b-4b66-84b6-777ded75a9ef,Buttermilk Powders,TRUE,TRUE,7929,32aa9e05-9e97-43aa-ad4f-24634615d5b4
2888,2.7,3.6,Ched,18493546-22f9-4f2e-8ee2-8eb0fa0ca6cb,Cheddar Cheese,TRUE,TRUE,35728,32aa9e05-9e97-43aa-ad4f-24634615d5b4
572,,0,LAC,d934c29c-dc48-48dd-89d9-f0baeb44c4de,Lactose,TRUE,TRUE,250,32aa9e05-9e97-43aa-ad4f-24634615d5b4
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,32aa9e05-9e97-43aa-ad4f-24634615d5b4
6949,-0.6,0.9,RenCas,f27647ce-78ba-4a94-931d-6d337402db95,Rennet Casein,TRUE,TRUE,9103,32aa9e05-9e97-43aa-ad4f-24634615d5b4
2253,-7.8,22.8,SMP,35f2b5ab-f545-462d-8be2-66351405685a,Skimmilk Powders,TRUE,TRUE,225445,32aa9e05-9e97-43aa-ad4f-24634615d5b4
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,32aa9e05-9e97-43aa-ad4f-24634615d5b4
2446,-4.3,56.9,WMP,c9389302-8ee1-427b-87bb-504db55b04f9,Wholemilk Powders,TRUE,TRUE,562477,32aa9e05-9e97-43aa-ad4f-24634615d5b4
6199,-1.2,10.1,AMF,34b6fe36-e8fb-4c63-80d3-f3fa094062c8,Anhydrous Milkfat,TRUE,TRUE,66016,3506d8cd-b2f1-4232-9f8f-5df1cdb2f8af
5735,-1.3,6.7,Butter,a2a2915a-1199-4212-81d5-05777bc577f8,Butter,TRUE,TRUE,43800,3506d8cd-b2f1-4232-9f8f-5df1cdb2f8af
,,,BMP,,Buttermilk Powders,FALSE,FALSE,,3506d8cd-b2f1-4232-9f8f-5df1cdb2f8af
4005,1.4,3.7,Ched,75d0b222-7bf0-4a3a-95cd-b3a12e0b83bb,Cheddar Cheese,TRUE,TRUE,24050,3506d8cd-b2f1-4232-9f8f-5df1cdb2f8af
747,-4.9,1.7,LAC,e886d3a4-28c9-472c-8d26-70d2eb42ea20,Lactose,TRUE,TRUE,11403,3506d8cd-b2f1-4232-9f8f-5df1cdb2f8af
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,3506d8cd-b2f1-4232-9f8f-5df1cdb2f8af
6255,2.9,1.7,RenCas,eff6d6c9-e741-4eab-9b62-4a3d96b1217d,Rennet Casein,TRUE,TRUE,10868,3506d8cd-b2f1-4232-9f8f-5df1cdb2f8af
1968,0.3,23.5,SMP,481db883-c2d2-41e2-862c-a244099bd99a,Skimmilk Powders,TRUE,TRUE,154442,3506d8cd-b2f1-4232-9f8f-5df1cdb2f8af
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,3506d8cd-b2f1-4232-9f8f-5df1cdb2f8af
3143,-0.6,51.3,WMP,7ca3094a-638d-4f96-ad44-d6df5720b9f0,Wholemilk Powders,TRUE,TRUE,336375,3506d8cd-b2f1-4232-9f8f-5df1cdb2f8af
6458,-1.9,8,AMF,72f52047-f9ea-4724-a6e8-31265c024aa0,Anhydrous Milkfat,TRUE,TRUE,51106,35a13e46-135c-445a-a57c-f2969108b669
5334,1.1,6.4,Butter,6a5a8c78-5933-48b6-bb86-4717a44ea979,Butter,TRUE,TRUE,40665,35a13e46-135c-445a-a57c-f2969108b669
,,,BMP,,Buttermilk Powders,FALSE,FALSE,,35a13e46-135c-445a-a57c-f2969108b669
3686,-1.3,3.8,Ched,ddcf03d4-247f-44e6-a768-edfc07f7d69f,Cheddar Cheese,TRUE,TRUE,24492,35a13e46-135c-445a-a57c-f2969108b669
,,1.4,LAC,4fce749d-e331-4e7b-95b5-7bf216144113,Lactose,TRUE,TRUE,9163,35a13e46-135c-445a-a57c-f2969108b669
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,35a13e46-135c-445a-a57c-f2969108b669
4980,0.7,1.8,RenCas,675e6a78-1178-4cd1-af0b-e60e72397df3,Rennet Casein,TRUE,TRUE,11425,35a13e46-135c-445a-a57c-f2969108b669
1832,-3,23.6,SMP,e85475c9-e57c-47af-9753-a4aec0928f6a,Skimmilk Powders,TRUE,TRUE,151269,35a13e46-135c-445a-a57c-f2969108b669
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,35a13e46-135c-445a-a57c-f2969108b669
3246,0.3,53.7,WMP,7fa759fc-b70e-4629-ae5c-1e4897559a91,Wholemilk Powders,TRUE,TRUE,343622,35a13e46-135c-445a-a57c-f2969108b669
6836,-0.6,8.8,AMF,5fa16b6b-4718-42b3-944f-3c32ab2f9999,Anhydrous Milkfat,TRUE,TRUE,57059,35b19fe5-abe8-4eac-8de6-be7b68c2ee4c
4575,-11.1,6.2,Butter,2befbf1c-6595-4960-b183-ab3829489f2e,Butter,TRUE,TRUE,40565,35b19fe5-abe8-4eac-8de6-be7b68c2ee4c
1957,4.3,1.4,BMP,42a184c2-ae38-4f0f-91c8-c3b75a3ee9ea,Buttermilk Powders,TRUE,TRUE,9163,35b19fe5-abe8-4eac-8de6-be7b68c2ee4c
3696,-3.9,3.9,Ched,7ee49fef-b55a-43de-a065-d192859d00e7,Cheddar Cheese,TRUE,TRUE,25597,35b19fe5-abe8-4eac-8de6-be7b68c2ee4c
,,1.6,LAC,52fa5019-4ff7-4e05-9ae7-600147648e80,Lactose,TRUE,TRUE,10538,35b19fe5-abe8-4eac-8de6-be7b68c2ee4c
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,35b19fe5-abe8-4eac-8de6-be7b68c2ee4c
4879,3.4,1.9,RenCas,867e8b52-a88c-4689-b7c6-90ec5dde3a97,Rennet Casein,TRUE,TRUE,12169,35b19fe5-abe8-4eac-8de6-be7b68c2ee4c
1774,4.7,23.5,SMP,b8f926a1-7904-4649-8e43-57e45c81d565,Skimmilk Powders,TRUE,TRUE,152769,35b19fe5-abe8-4eac-8de6-be7b68c2ee4c
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,35b19fe5-abe8-4eac-8de6-be7b68c2ee4c
2830,1.7,52.7,WMP,65f42171-751b-4d70-b8df-eb4296375d94,Wholemilk Powders,TRUE,TRUE,343274,35b19fe5-abe8-4eac-8de6-be7b68c2ee4c
3292,-1.6,8.7,AMF,58691730-5f25-4148-b274-e737367d362b,Anhydrous Milkfat,TRUE,TRUE,94725,3685f566-b6b8-4b98-a7e7-ad0e061d0dfd
2505,-4.1,6.4,Butter,a79701af-a9ab-4a7c-8a3c-32532a3415e1,Butter,TRUE,TRUE,69540,3685f566-b6b8-4b98-a7e7-ad0e061d0dfd
2426,-6.9,0.8,BMP,a517829d-db0e-4c07-ba47-3bcad62f9100,Buttermilk Powders,TRUE,TRUE,8344,3685f566-b6b8-4b98-a7e7-ad0e061d0dfd
2728,-9.2,2.9,Ched,79f9b8e7-7c61-4ed4-9d18-c42e780b0219,Cheddar Cheese,TRUE,TRUE,31620,3685f566-b6b8-4b98-a7e7-ad0e061d0dfd
,,,LAC,,Lactose,FALSE,FALSE,,3685f566-b6b8-4b98-a7e7-ad0e061d0dfd
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,3685f566-b6b8-4b98-a7e7-ad0e061d0dfd
7608,-2.2,0.8,RenCas,6f687913-f62a-4f4d-9eae-7a1083841e9f,Rennet Casein,TRUE,TRUE,8279,3685f566-b6b8-4b98-a7e7-ad0e061d0dfd
2457,-1.2,22.7,SMP,bfe577d0-8ce0-4ae3-9ef6-4412a7cb450b,Skimmilk Powders,TRUE,TRUE,247199,3685f566-b6b8-4b98-a7e7-ad0e061d0dfd
,,,SWP,c4c3ad95-213e-4160-9dd6-3feff263208c,Sweet Whey Powder,TRUE,TRUE,,3685f566-b6b8-4b98-a7e7-ad0e061d0dfd
2522,1.6,57.2,WMP,95defaf7-c6bb-427b-b1a3-8bd3cae3e680,Wholemilk Powders,TRUE,TRUE,622808,3685f566-b6b8-4b98-a7e7-ad0e061d0dfd
5044,-1.3,9.6,AMF,3e6f28d1-adce-4bc5-b413-f0280f7aeff9,Anhydrous Milkfat,TRUE,TRUE,61296,36e15662-60cb-41d6-a328-6b6859f738c7
4045,-1.7,6.9,Butter,4df0f942-654b-4f8c-91bf-edb6f733e00d,Butter,TRUE,TRUE,43825,36e15662-60cb-41d6-a328-6b6859f738c7
2568,0.8,1.2,BMP,43decf8c-2358-4ebd-b02e-1dcbf51d8341,Buttermilk Powders,TRUE,TRUE,7557,36e15662-60cb-41d6-a328-6b6859f738c7
3250,-4.6,4,Ched,25dd4b45-f66d-4e69-aea2-78256669ecd2,Cheddar Cheese,TRUE,TRUE,25637,36e15662-60cb-41d6-a328-6b6859f738c7
902,-2.7,0.9,LAC,d1d866d7-2619-41d6-b5b4-74a501bd2326,Lactose,TRUE,TRUE,5813,36e15662-60cb-41d6-a328-6b6859f738c7
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,36e15662-60cb-41d6-a328-6b6859f738c7
5327,-2.9,1.6,RenCas,76b6a500-1c26-4c79-88ea-dc14b62d49b6,Rennet Casein,TRUE,TRUE,10287,36e15662-60cb-41d6-a328-6b6859f738c7
1997,1.2,23.2,SMP,a1ce3746-5456-489f-a798-2e30bdc13dfd,Skimmilk Powders,TRUE,TRUE,147344,36e15662-60cb-41d6-a328-6b6859f738c7
,,,SWP,,Sweet Whey Powder,FALSE,TRUE,,36e15662-60cb-41d6-a328-6b6859f738c7
2655,-2.9,52.5,WMP,1e7b131b-fd71-4c77-b5f1-000fe3fffd35,Wholemilk Powders,TRUE,TRUE,333463,36e15662-60cb-41d6-a328-6b6859f738c7
5641,2.2,10.1,AMF,fece9dec-b622-4a8b-8fe6-a8196f5621e6,Anhydrous Milkfat,,TRUE,90288,3b31b38a-98dd-424c-bff7-985b36f43f34
4657,10.8,4.2,Butter,6046092b-ca6a-430d-a8d6-8efc3816444c,Butter,,TRUE,37249,3b31b38a-98dd-424c-bff7-985b36f43f34
5244,3,0.8,BMP,312dc8fc-478d-4e41-83d5-f8413f9efc9d,Buttermilk Powders,,TRUE,7485,3b31b38a-98dd-424c-bff7-985b36f43f34
5133,10.4,3.6,Ched,ce6690a7-95bb-4435-903f-f33a63bbc96e,Cheddar Cheese,,TRUE,31907,3b31b38a-98dd-424c-bff7-985b36f43f34
,,,LAC,,Lactose,,FALSE,,3b31b38a-98dd-424c-bff7-985b36f43f34
9657,7.2,0.7,MPC70,e3b91a64-14c2-4443-b232-e8a352cdd3b4,Milk Protein Concentrate 70,,TRUE,6374,3b31b38a-98dd-424c-bff7-985b36f43f34
12390,4.2,1.1,RenCas,7713cc79-1d9d-4fc7-bc34-4ba952d85769,Rennet Casein,,TRUE,10123,3b31b38a-98dd-424c-bff7-985b36f43f34
4698,-0.5,20.7,SMP,b98a31e2-f15e-4281-8ebd-05c49ebfbf67,Skimmilk Powders,,TRUE,184858,3b31b38a-98dd-424c-bff7-985b36f43f34
4943,0.1,58.6,WMP,bc1dabcd-ac3b-4604-9c05-162824e82411,Wholemilk Powders,,TRUE,522812,3b31b38a-98dd-424c-bff7-985b36f43f34
5930,-0.5,11.6,AMF,0412a542-9a49-4376-a7a4-d88673aa5171,Anhydrous Milkfat,TRUE,TRUE,75689,3d838efb-3011-4d85-99a0-6adf84ce19ce
4892,2.9,7.2,Butter,83ef8a93-a049-4720-8a12-53e5ae29cf20,Butter,TRUE,TRUE,46900,3d838efb-3011-4d85-99a0-6adf84ce19ce
1720,,1.3,BMP,ff749142-fa22-4753-8fca-b14656b63cdf,Buttermilk Powders,TRUE,TRUE,8735,3d838efb-3011-4d85-99a0-6adf84ce19ce
3462,6,3.9,Ched,ab2e8bc2-5c8f-4b8e-a8dc-32fe8bf874dd,Cheddar Cheese,TRUE,TRUE,25340,3d838efb-3011-4d85-99a0-6adf84ce19ce
935,1.2,1.7,LAC,7119059f-8ce8-4766-98e4-079e1ed0f27c,Lactose,TRUE,TRUE,11400,3d838efb-3011-4d85-99a0-6adf84ce19ce
,,,MPC70,,Milk Protein Concentrate 70,FALSE,FALSE,,3d838efb-3011-4d85-99a0-6adf84ce19ce
6020,-3.8,1.8,RenCas,c1e96198-cdab-4052-861d-e1561017721f,Rennet Casein,TRUE,TRUE,11475,3d838efb-3011-4d85-99a0-6adf84ce19ce
2044,7.1,23.2,SMP,878f0760-b298-4359-8779-1a21e0d04f8b,Skimmilk Powders,TRUE,TRUE,151852,3d838efb-3011-4d85-99a0-6adf84ce19ce
,,,SWP,,Sweet Whey Powder,FALSE,FALSE,,3d838efb-3011-4d85-99a0-6adf84ce19ce
